timeframe,symbol,source_file,rows,start,end,large_gap_count,large_gap_pct,exclude,reason
60m,GLD,C:\Users\marti\from\data\cache\yahoo\GLD_60m_730d.csv,12107,2023-07-21 08:00:00+00:00,2026-06-17 23:59:48+00:00,729,6.02180736824715,True,large internal gaps >0.5%
60m,HYG,C:\Users\marti\from\data\cache\yahoo\HYG_60m_730d.csv,11281,2023-07-24 10:00:00+00:00,2026-06-18 15:01:34+00:00,735,6.515957446808511,True,large internal gaps >0.5%
60m,IAU,C:\Users\marti\from\data\cache\yahoo\IAU_60m_730d.csv,12097,2023-07-21 08:00:00+00:00,2026-06-17 23:59:28+00:00,729,6.026785714285714,True,large internal gaps >0.5%
60m,IEF,C:\Users\marti\from\data\cache\yahoo\IEF_60m_730d.csv,11125,2023-07-24 08:00:00+00:00,2026-06-18 15:01:33+00:00,743,6.679252067601582,True,large internal gaps >0.5%
60m,IWM,C:\Users\marti\from\data\cache\yahoo\IWM_60m_730d.csv,12102,2023-07-24 08:00:00+00:00,2026-06-18 15:01:29+00:00,729,6.02429551276754,True,large internal gaps >0.5%
60m,LQD,C:\Users\marti\from\data\cache\yahoo\LQD_60m_730d.csv,10667,2023-07-24 11:00:00+00:00,2026-06-18 15:01:38+00:00,735,6.891055690980687,True,large internal gaps >0.5%
60m,QQQ,C:\Users\marti\from\data\cache\yahoo\QQQ_60m_730d.csv,12072,2023-07-24 08:00:00+00:00,2026-06-18 15:01:29+00:00,732,6.06412061966697,True,large internal gaps >0.5%
60m,SHY,C:\Users\marti\from\data\cache\yahoo\SHY_60m_730d.csv,10650,2023-07-24 08:00:00+00:00,2026-06-18 15:01:02+00:00,766,7.193163677340595,True,large internal gaps >0.5%
60m,SI=F,C:\Users\marti\from\data\cache\yahoo\SI_F_60m_730d.csv,13791,2024-01-25 05:00:00+00:00,2026-06-18 03:13:44+00:00,146,1.0587382160986223,True,large internal gaps >0.5%
60m,SLV,C:\Users\marti\from\data\cache\yahoo\SLV_60m_730d.csv,12103,2023-07-24 08:00:00+00:00,2026-06-18 15:01:44+00:00,729,6.023797719385226,True,large internal gaps >0.5%
60m,SPY,C:\Users\marti\from\data\cache\yahoo\SPY_60m_730d.csv,12111,2023-07-21 08:00:00+00:00,2026-06-18 00:00:00+00:00,729,6.01981833195706,True,large internal gaps >0.5%
60m,TLT,C:\Users\marti\from\data\cache\yahoo\TLT_60m_730d.csv,12081,2023-07-21 08:00:00+00:00,2026-06-17 23:47:25+00:00,732,6.059602649006623,True,large internal gaps >0.5%
60m,UNG,C:\Users\marti\from\data\cache\yahoo\UNG_60m_730d.csv,12102,2023-07-24 08:00:00+00:00,2026-06-18 15:01:02+00:00,729,6.02429551276754,True,large internal gaps >0.5%
60m,USDJPY=X,C:\Users\marti\from\data\cache\yahoo\USDJPY_X_60m_730d.csv,17135,2023-08-31 23:00:00+00:00,2026-06-18 15:02:27+00:00,152,0.887125014590872,True,large internal gaps >0.5%
60m,USO,C:\Users\marti\from\data\cache\yahoo\USO_60m_730d.csv,12092,2023-07-24 08:00:00+00:00,2026-06-18 15:01:49+00:00,729,6.029277975353569,True,large internal gaps >0.5%
60m,UUP,C:\Users\marti\from\data\cache\yahoo\UUP_60m_730d.csv,10865,2023-07-24 08:00:00+00:00,2026-06-18 15:00:56+00:00,731,6.728645066273932,True,large internal gaps >0.5%
60m,VXX,C:\Users\marti\from\data\cache\yahoo\VXX_60m_730d.csv,12076,2023-07-24 08:00:00+00:00,2026-06-18 15:01:28+00:00,729,6.037267080745341,True,large internal gaps >0.5%
60m,XLB,C:\Users\marti\from\data\cache\yahoo\XLB_60m_730d.csv,10636,2023-07-24 11:00:00+00:00,2026-06-18 15:02:06+00:00,732,6.88293370944993,True,large internal gaps >0.5%
60m,XLC,C:\Users\marti\from\data\cache\yahoo\XLC_60m_730d.csv,10950,2023-07-24 09:00:00+00:00,2026-06-18 15:02:10+00:00,732,6.685542058635492,True,large internal gaps >0.5%
60m,XLE,C:\Users\marti\from\data\cache\yahoo\XLE_60m_730d.csv,12089,2023-07-24 08:00:00+00:00,2026-06-18 15:01:53+00:00,729,6.030774321641298,True,large internal gaps >0.5%
60m,XLF,C:\Users\marti\from\data\cache\yahoo\XLF_60m_730d.csv,12086,2023-07-24 08:00:00+00:00,2026-06-18 15:01:56+00:00,729,6.0322714108398845,True,large internal gaps >0.5%
60m,XLI,C:\Users\marti\from\data\cache\yahoo\XLI_60m_730d.csv,11320,2023-07-24 10:00:00+00:00,2026-06-18 15:02:00+00:00,729,6.4404982772329715,True,large internal gaps >0.5%
60m,XLK,C:\Users\marti\from\data\cache\yahoo\XLK_60m_730d.csv,12074,2023-07-24 08:00:00+00:00,2026-06-18 15:01:56+00:00,729,6.038267207819101,True,large internal gaps >0.5%
60m,XLP,C:\Users\marti\from\data\cache\yahoo\XLP_60m_730d.csv,11831,2023-07-24 08:00:00+00:00,2026-06-18 15:02:03+00:00,729,6.162299239222316,True,large internal gaps >0.5%
60m,XLU,C:\Users\marti\from\data\cache\yahoo\XLU_60m_730d.csv,11898,2023-07-24 08:00:00+00:00,2026-06-18 15:02:03+00:00,730,6.1360006724384295,True,large internal gaps >0.5%
60m,XLV,C:\Users\marti\from\data\cache\yahoo\XLV_60m_730d.csv,11979,2023-07-24 08:00:00+00:00,2026-06-18 15:01:56+00:00,729,6.086157956253131,True,large internal gaps >0.5%
60m,XLY,C:\Users\marti\from\data\cache\yahoo\XLY_60m_730d.csv,11473,2023-07-24 08:00:00+00:00,2026-06-18 15:02:06+00:00,730,6.3633193863319395,True,large internal gaps >0.5%
60m,ZB=F,C:\Users\marti\from\data\cache\yahoo\ZB_F_60m_730d.csv,13712,2024-01-25 05:00:00+00:00,2026-06-18 03:14:03+00:00,147,1.0721318649259717,True,large internal gaps >0.5%
60m,ZN=F,C:\Users\marti\from\data\cache\yahoo\ZN_F_60m_730d.csv,13714,2024-01-25 05:00:00+00:00,2026-06-18 03:13:56+00:00,146,1.0646831473784,True,large internal gaps >0.5%
