source_row_group,timestamp_cycle,mapping_score,mapping_low_confidence,mapping_ambiguity_margin,inside_yahoo_daily_range_fraction,matched_samples,start_utc,end_utc,local_best_cycle,local_best_score,second_best_cycle,second_best_score,timestamp_dukascopy_exact_verified,timestamp_dukascopy_cycle_corrected,dukascopy_exact_fingerprint_matches
15,254,0.001086423021451647,False,0.010106325447812987,0.6610738255033557,298,2004-08-01 21:01:02.683000+00:00,2004-08-31 23:58:57.279000+00:00,254,0.001086423021451647,249,0.011192748469264635,False,False,0
16,250,0.017484391485115994,True,0.0027498981729868026,0.24285714285714285,140,2004-01-10 13:39:07.027000+00:00,2004-02-29 06:37:47.763000+00:00,250,0.017484391485115994,254,0.020234289658102797,False,False,0
17,255,0.002323033696613988,False,0.008141211822006127,0.4782608695652174,299,2004-10-01 01:01:03.720000+00:00,2004-10-31 23:54:59.004000+00:00,255,0.002323033696613988,251,0.010464245518620114,True,False,1
18,256,0.009890455051573882,False,0.010263602380715173,0.10909090909090909,275,2004-11-03 22:04:04.595000+00:00,2004-12-23 10:02:45.042000+00:00,256,0.009890455051573882,258,0.020154057432289055,False,False,0
19,256,0.0036972854745998406,False,0.01809484688907539,0.6506849315068494,292,2004-11-03 19:53:49.970000+00:00,2004-12-23 12:56:33.317000+00:00,256,0.0036972854745998406,261,0.02179213236367523,True,False,1
20,257,0.003627066513997092,False,0.012539212651239138,0.16608996539792387,289,2005-01-02 23:02:03.274000+00:00,2005-01-31 23:58:56.648000+00:00,257,0.003627066513997092,259,0.01616627916523623,True,False,1
21,258,0.008397909654886288,False,0.0002046171913722382,0.3253968253968254,252,2005-02-11 05:59:22.838000+00:00,2005-04-01 23:02:09.071000+00:00,258,0.008397909654886288,259,0.008602526846258526,True,False,1
22,258,0.0050557181663610715,False,0.004447002958673733,0.0,284,2005-03-01 00:00:03.738000+00:00,2005-03-31 23:58:57.192000+00:00,258,0.0050557181663610715,260,0.009502721125034804,True,False,1
23,259,0.0014735839046238139,False,0.0075552450169278276,0.6555555555555556,270,2005-04-03 23:00:04.012000+00:00,2005-05-21 14:55:45.202000+00:00,259,0.0014735839046238139,261,0.009028828921551641,True,False,1
24,259,0.007620625834492857,False,0.00442483840605103,0.0,270,2005-04-03 03:58:14.160000+00:00,2005-05-20 19:59:53.486000+00:00,259,0.007620625834492857,260,0.012045464240543887,False,False,0
25,260,0.0016109898217037061,False,0.007854589603744452,0.5880281690140845,284,2005-06-01 00:00:02.889000+00:00,2005-06-30 23:59:58.119000+00:00,260,0.0016109898217037061,261,0.009465579425448158,True,False,1
26,260,0.007888961508836551,False,0.0018363999184805215,0.13537117903930132,229,2005-05-22 03:58:14.083000+00:00,2005-07-08 20:57:59.290000+00:00,260,0.007888961508836551,261,0.009725361427317072,False,False,0
27,261,0.003029875417747563,False,0.01197492224428394,0.5640138408304498,289,2005-07-10 09:07:46.310000+00:00,2005-08-29 02:10:31.140000+00:00,261,0.003029875417747563,256,0.015004797662031503,False,False,0
28,262,0.005354222855947475,False,0.015234303349042293,0.05985915492957746,284,2005-09-01 00:00:03.213000+00:00,2005-09-30 20:59:59.404000+00:00,262,0.005354222855947475,256,0.020588526204989768,True,False,1
29,263,0.02400970485351903,True,0.003479816344824565,0.2795275590551181,254,2005-10-17 21:01:00.709000+00:00,2005-12-06 12:02:42.182000+00:00,263,0.02400970485351903,262,0.027489521198343594,False,False,0
30,263,0.005130571050049543,False,0.024826673566204584,0.11552346570397112,277,2005-11-01 00:00:02.866000+00:00,2005-11-30 23:59:59.955000+00:00,263,0.005130571050049543,262,0.02995724461625413,True,False,1
31,264,0.017939756912959508,False,0.057785427279897654,0.5780141843971631,282,2005-12-06 13:00:01.002000+00:00,2006-01-25 05:02:40.232000+00:00,264,0.017939756912959508,263,0.07572518419285716,True,False,1
32,265,0.021102804747627612,True,0.0013903209981231159,0.11567164179104478,268,2006-01-25 05:18:58.933000+00:00,2006-03-15 22:21:38.621000+00:00,265,0.021102804747627612,264,0.022493125745750728,False,False,0
33,265,0.0010559149889973612,False,0.06200540929724219,0.8321678321678322,286,2006-02-01 01:00:00.541000+00:00,2006-02-28 23:59:57.516000+00:00,265,0.0010559149889973612,266,0.06306132428623955,False,False,0
34,265,0.013802979587787574,True,0.043223637815497144,0.08540925266903915,281,2006-01-25 05:18:55.214000+00:00,2006-03-15 22:21:39.954000+00:00,265,0.013802979587787574,264,0.05702661740328472,False,False,0
35,266,0.002478899622445859,False,0.012687768979378941,0.7361111111111112,288,2006-04-02 21:00:04.270000+00:00,2006-04-30 23:59:58.319000+00:00,266,0.002478899622445859,270,0.0151666686018248,False,False,0
36,274,0.03064969178074324,True,0.004996471099483257,0.03296703296703297,182,2007-04-17 14:44:05.507000+00:00,2007-06-06 07:46:32.579000+00:00,274,0.03064969178074324,267,0.0356461628802265,False,False,0
37,268,0.043524668080786866,False,0.002199497526697812,0.5454545454545454,286,2006-06-23 09:00:02.351000+00:00,2006-08-12 01:02:43.930000+00:00,267,0.043524668080786866,270,0.04572416560748468,True,True,1
38,268,0.010312256884245927,False,0.008613584145465406,0.10108303249097472,277,2006-07-02 21:02:02.247000+00:00,2006-07-31 23:59:57.869000+00:00,268,0.010312256884245927,271,0.018925841029711333,True,False,1
39,271,0.02121541944283948,True,0.0005732331265688763,0.0,196,2006-11-21 07:06:34.616000+00:00,2007-01-08 00:08:16.803000+00:00,271,0.02121541944283948,268,0.021788652569408356,False,False,0
40,269,0.006836106798135345,False,0.034671307271406236,0.1111111111111111,297,2006-09-01 05:00:00.804000+00:00,2006-09-29 20:59:59.696000+00:00,269,0.006836106798135345,267,0.04150741406954158,False,False,0
41,270,0.0049574181050159065,False,0.017745279946492012,0.25084745762711863,295,2006-10-01 22:02:00.029000+00:00,2006-10-31 23:58:56.974000+00:00,270,0.0049574181050159065,266,0.02270269805150792,True,False,1
42,271,0.005509924915627358,False,0.0307499090622309,0.19827586206896552,232,2006-11-19 22:00:02.459000+00:00,2007-01-06 12:02:45.659000+00:00,271,0.005509924915627358,269,0.03625983397785826,False,False,0
43,271,0.00098247768001567,False,0.015904961372998513,0.6735395189003437,291,2006-12-01 00:00:01.767000+00:00,2006-12-31 23:59:58.246000+00:00,271,0.00098247768001567,268,0.016887439053014184,False,False,0
44,271,0.015330502127752861,True,8.1485464532835e-05,0.12556053811659193,223,2006-11-19 11:35:42.214000+00:00,2007-01-08 04:38:21.498000+00:00,271,0.015330502127752861,272,0.015411987592285696,False,False,0
45,273,0.008122542313497742,False,0.00384312521377936,0.2701612903225806,248,2007-02-26 23:00:04.058000+00:00,2007-04-17 14:02:47.249000+00:00,273,0.008122542313497742,275,0.011965667527277101,False,False,0
46,273,0.0030952961445268345,False,0.011860752411624622,0.06462585034013606,294,2007-03-05 08:00:04.347000+00:00,2007-03-30 20:59:55.555000+00:00,273,0.0030952961445268345,275,0.014956048556151456,True,False,1
47,274,0.010596879248858146,True,0.0070901260321785675,0.31785714285714284,280,2007-04-17 14:44:02.858000+00:00,2007-06-06 07:46:31.173000+00:00,274,0.010596879248858146,273,0.017687005281036713,False,False,0
48,274,0.005838660214671644,False,0.018339749335113863,0.12152777777777778,288,2007-05-01 00:00:03.251000+00:00,2007-05-31 23:59:49.893000+00:00,274,0.005838660214671644,276,0.024178409549785507,False,False,0
49,275,0.0030905189599370504,False,0.012020974598697649,0.5655172413793104,290,2007-06-06 07:47:02.411000+00:00,2007-07-26 00:49:31.671000+00:00,275,0.0030905189599370504,273,0.0151114935586347,False,False,0
50,275,0.005278025929464107,False,0.0031286434733698264,0.06181818181818182,275,2007-06-06 07:46:57.333000+00:00,2007-07-26 00:49:30.631000+00:00,275,0.005278025929464107,273,0.008406669402833933,True,False,1
51,276,0.0017321918183365078,False,0.015234540602405592,0.5084175084175084,297,2007-08-01 01:00:03.155000+00:00,2007-08-31 20:59:52.563000+00:00,276,0.0017321918183365078,275,0.0169667324207421,False,False,0
52,277,0.029821360071259257,True,0.024640890965211628,0.14527027027027026,296,2007-09-13 17:52:38.536000+00:00,2007-11-02 10:54:58.068000+00:00,277,0.029821360071259257,285,0.054462251036470885,False,False,0
53,277,0.002280278387838728,False,0.024122709119357474,0.4713804713804714,297,2007-10-01 00:00:02.920000+00:00,2007-10-31 23:59:47.820000+00:00,277,0.002280278387838728,285,0.0264029875071962,True,False,1
54,278,0.006327945251837981,False,0.03725789010965456,0.2907801418439716,282,2007-11-02 10:55:19.828000+00:00,2007-12-22 03:57:55.483000+00:00,278,0.006327945251837981,284,0.04358583536149254,False,False,0
55,278,0.002646069708945834,False,0.03829735315753859,0.6413043478260869,276,2007-11-04 04:57:14.308000+00:00,2007-12-21 21:59:57.124000+00:00,278,0.002646069708945834,285,0.040943422866484426,False,False,0
56,279,0.0032157020598958482,False,0.018478200054257356,0.564748201438849,278,2008-01-01 00:00:08.214000+00:00,2008-01-31 23:59:49.190000+00:00,279,0.0032157020598958482,282,0.021693902114153205,True,False,1
57,280,0.00941998479044617,False,0.0013144563267087472,0.7396226415094339,265,2008-02-10 22:00:04.420000+00:00,2008-03-29 15:02:41.259000+00:00,280,0.00941998479044617,281,0.010734441117154917,False,False,0
58,280,0.0021179466230096225,False,0.013836313135906993,0.6870503597122302,278,2008-02-10 03:57:19.545000+00:00,2008-03-28 20:59:51.737000+00:00,280,0.0021179466230096225,289,0.015954259758916615,True,False,1
59,281,0.0008642895756588275,False,0.013490437128119072,0.8915254237288136,295,2008-04-01 00:00:09.731000+00:00,2008-04-30 23:59:55.677000+00:00,281,0.0008642895756588275,288,0.014354726703777899,False,False,0
60,281,0.008817765734580868,False,0.015011421368704024,0.36200716845878134,279,2008-03-30 14:03:35.296000+00:00,2008-05-19 07:06:16.403000+00:00,281,0.008817765734580868,288,0.023829187103284893,True,False,1
61,282,0.001955411795278116,False,0.010622341056286868,0.7210884353741497,294,2008-06-06 01:00:02.972000+00:00,2008-06-30 23:59:50.391000+00:00,282,0.001955411795278116,288,0.012577752851564985,False,False,0
62,290,0.013865878138249542,True,0.008111068786952228,0.1774193548387097,186,2009-06-20 23:28:41.702000+00:00,2009-08-09 16:31:12.017000+00:00,290,0.013865878138249542,288,0.02197694692520177,False,False,0
63,283,0.020361618538036728,True,0.00824260524570886,0.6195286195286195,297,2008-07-08 00:09:17.721000+00:00,2008-08-26 17:11:43.213000+00:00,283,0.020361618538036728,284,0.028604223783745587,False,False,0
64,284,0.004502130499244581,False,0.03512908745740355,0.6573426573426573,286,2008-09-01 00:01:04.647000+00:00,2008-09-30 23:59:57.655000+00:00,284,0.004502130499244581,286,0.03963121795664813,False,False,0
65,284,0.025959187006326826,True,0.008867926162972935,0.4961832061068702,262,2008-08-26 17:11:55.492000+00:00,2008-10-15 10:14:34.091000+00:00,284,0.025959187006326826,285,0.03482711316929976,False,False,0
66,285,0.00467176763591857,False,0.02800005725892353,0.5719298245614035,285,2008-11-02 22:00:03.169000+00:00,2008-11-30 23:59:59.777000+00:00,285,0.00467176763591857,277,0.0326718248948421,False,False,0
67,286,0.01264113860740721,False,0.04153344010942736,0.7335640138408305,289,2008-12-04 03:17:29.863000+00:00,2009-01-22 20:20:09.806000+00:00,286,0.01264113860740721,279,0.05417457871683457,True,False,1
68,281,0.03021703757999258,True,0.006614711493327905,0.25555555555555554,180,2008-03-30 14:03:38.017000+00:00,2008-05-19 07:06:17.216000+00:00,281,0.03021703757999258,283,0.036831749073320486,False,False,0
69,287,0.0008681842516756724,False,0.013237999012967622,0.9432624113475178,282,2009-02-01 22:00:05.964000+00:00,2009-02-27 21:59:57.426000+00:00,287,0.0008681842516756724,289,0.014106183264643295,False,False,0
70,288,0.011243405510030426,True,0.0019173135613982008,0.47703180212014135,283,2009-03-13 13:23:01.720000+00:00,2009-05-02 06:25:37.275000+00:00,288,0.011243405510030426,287,0.013160719071428626,False,False,0
71,288,0.0006098574602886419,False,0.015354953315886245,0.9409722222222222,288,2009-04-01 00:00:04.610000+00:00,2009-04-30 23:59:47.649000+00:00,288,0.0006098574602886419,282,0.015964810776174888,True,False,1
72,289,0.0020934180546713656,False,0.00955364844781544,0.6496350364963503,274,2009-05-03 21:00:05.130000+00:00,2009-06-20 14:02:46.122000+00:00,289,0.0020934180546713656,287,0.011647066502486807,False,False,0
73,289,0.006665367275023745,False,0.007275836579933401,0.6970802919708029,274,2009-05-03 03:57:19.314000+00:00,2009-06-19 20:59:55.720000+00:00,289,0.006665367275023745,290,0.013941203854957146,True,False,1
74,290,0.0012625659950144588,False,0.013026328999016267,0.7368421052631579,285,2009-07-01 00:01:12.781000+00:00,2009-07-31 20:59:49.158000+00:00,290,0.0012625659950144588,287,0.014288894994030726,False,False,0
75,291,0.009197021934649881,False,0.0030899381053490736,0.6944444444444444,288,2009-08-09 21:00:16.114000+00:00,2009-09-26 14:02:41.038000+00:00,291,0.009197021934649881,290,0.012286960039998955,True,False,1
76,291,0.0066798286426546245,False,0.031531216060455905,0.7071428571428572,280,2009-08-09 16:31:33.433000+00:00,2009-09-28 09:34:09.127000+00:00,291,0.0066798286426546245,280,0.03821104470311053,False,False,0
77,292,0.0005516412256615111,False,0.02542489901591603,0.8821548821548821,297,2009-10-01 01:00:14.161000+00:00,2009-10-30 20:59:56.985000+00:00,292,0.0005516412256615111,337,0.025976540241577542,True,False,1
78,293,0.00562317613714232,False,0.007912868118179383,0.4430379746835443,237,2009-11-17 02:37:12.286000+00:00,2010-01-05 19:39:40.869000+00:00,293,0.00562317613714232,294,0.013536044255321704,False,False,0
79,293,0.0006546947298432704,False,0.011058252284664873,0.9689655172413794,290,2009-12-01 01:00:03.698000+00:00,2009-12-31 23:56:57.007000+00:00,293,0.0006546947298432704,334,0.011712947014508143,False,False,0
80,294,0.0030924750658291506,False,0.01256212590204782,0.6245487364620939,277,2010-01-05 19:39:55.496000+00:00,2010-02-24 12:42:21.874000+00:00,294,0.0030924750658291506,295,0.01565460096787697,False,False,0
81,294,0.0035502129348015973,False,0.010129790924125966,0.8204225352112676,284,2010-01-05 19:39:47.350000+00:00,2010-02-24 12:42:32.231000+00:00,294,0.0035502129348015973,293,0.013680003858927564,True,False,1
82,295,0.002282623263880602,False,0.012896673069927232,0.5016722408026756,299,2010-03-01 10:00:01.509000+00:00,2010-03-31 23:59:46.690000+00:00,295,0.002282623263880602,294,0.015179296333807834,False,False,0
83,295,0.015848934373665913,True,0.005771997053785314,0.5076923076923077,260,2010-02-24 12:42:32.745000+00:00,2010-04-15 05:45:19.032000+00:00,295,0.015848934373665913,336,0.021620931427451227,False,False,0
84,296,0.00229927248513822,False,0.009181998020984617,0.6382978723404256,282,2010-05-03 00:01:01.198000+00:00,2010-05-31 23:59:58.148000+00:00,296,0.00229927248513822,332,0.011481270506122838,True,False,1
85,297,0.0042105028296356315,False,0.0014161425036458945,0.7046979865771812,298,2010-06-03 22:48:12.331000+00:00,2010-07-23 15:50:46.103000+00:00,297,0.0042105028296356315,346,0.005626645333281526,True,False,1
86,332,0.00703589192868706,False,0.0050208299356000255,0.34946236559139787,186,2015-03-09 19:25:42.273000+00:00,2015-04-28 12:28:29.460000+00:00,332,0.00703589192868706,345,0.012056721864287086,False,False,0
87,298,0.00035403836174975953,False,0.004549974861236582,0.8653198653198653,297,2010-08-01 21:02:03.073000+00:00,2010-08-31 17:16:15.013000+00:00,298,0.00035403836174975953,358,0.004904013222986342,True,False,1
88,319,4.910334401104335e-05,True,2.651782270949385e-06,1.0,301,2013-07-10 15:14:48.870000+00:00,2013-07-10 21:58:24.381000+00:00,319,4.910334401104335e-05,298,5.175512628199274e-05,False,False,0
89,299,0.014604400053701849,False,0.0011140357901782381,0.45263157894736844,285,2010-09-12 22:00:11.620000+00:00,2010-10-27 11:00:32.656000+00:00,299,0.014604400053701849,348,0.015718435843880087,True,False,1
90,298,0.0008968160785106564,True,0.0009592939460758109,0.5780730897009967,301,2010-09-07 17:57:45.465000+00:00,2010-09-10 20:59:50.411000+00:00,298,0.0008968160785106564,323,0.0018561100245864672,False,False,0
91,299,0.00047043111000732334,False,0.009665433644918212,0.9455782312925171,294,2010-09-12 03:57:15.150000+00:00,2010-10-25 19:33:06.187000+00:00,299,0.00047043111000732334,353,0.010135864754925535,False,False,0
92,299,0.000451460234813267,True,0.0008030834691621727,0.9501661129568106,301,2010-10-25 19:33:06.292000+00:00,2010-10-29 20:59:52.215000+00:00,299,0.000451460234813267,341,0.0012545437039754397,False,False,0
93,300,0.0012783710254556224,False,0.009697718850314698,0.6858108108108109,296,2010-11-01 00:00:00.384000+00:00,2010-11-26 13:30:33.704000+00:00,300,0.0012783710254556224,301,0.01097608987577032,True,False,1
94,300,0.002116538039831456,False,0.0012677432880232615,0.8451178451178452,297,2010-11-26 13:30:34.011000+00:00,2010-11-30 23:59:56.028000+00:00,300,0.002116538039831456,320,0.0033842813278547176,False,False,0
95,300,0.0032373811871269304,False,0.004686342635782894,0.8201438848920863,278,2010-10-31 04:58:19.528000+00:00,2010-12-17 21:59:10.442000+00:00,300,0.0032373811871269304,318,0.007923723822909824,True,False,1
96,301,0.00067005479307176,False,0.014509254668294693,0.8571428571428571,287,2011-01-02 22:00:00.898000+00:00,2011-01-31 23:59:52.300000+00:00,301,0.00067005479307176,342,0.015179309461366452,False,False,0
97,301,0.011242714488431522,True,0.003797158436637204,0.308,250,2010-12-19 18:59:17.520000+00:00,2011-02-07 12:01:57.522000+00:00,301,0.011242714488431522,302,0.015039872925068726,False,False,0
98,302,0.005474372652790845,False,0.01134776349332152,0.6283783783783784,296,2011-02-07 12:02:04.126000+00:00,2011-03-29 05:04:50.161000+00:00,302,0.005474372652790845,318,0.016822136146112363,False,False,0
99,303,0.0005628190908829134,False,0.00898043357385928,0.9238754325259516,289,2011-04-01 00:00:00.171000+00:00,2011-04-29 20:59:58.412000+00:00,303,0.0005628190908829134,364,0.009543252664742194,False,False,0
100,304,0.002361283495007839,False,0.016632363651423853,0.45724907063197023,269,2011-05-17 22:07:39.704000+00:00,2011-07-02 07:47:01.063000+00:00,304,0.002361283495007839,365,0.018993647146431692,False,False,0
101,303,0.0011699941244106525,False,0.0028928080327786584,0.5733788395904437,293,2011-05-13 14:44:13.877000+00:00,2011-05-17 22:07:35.956000+00:00,303,0.0011699941244106525,365,0.004062802157189311,True,False,1
102,304,0.0003007796180815187,False,0.017041739335933406,0.9932885906040269,298,2011-06-01 00:00:00.988000+00:00,2011-06-30 23:59:59.999000+00:00,304,0.0003007796180815187,303,0.017342518954014924,False,False,0
103,368,0.009308061396880903,False,0.0075513665121370935,0.2732919254658385,161,2020-02-01 09:06:06.106000+00:00,2020-03-22 02:08:52.124000+00:00,368,0.009308061396880903,317,0.016859427909017996,False,False,0
104,314,0.0265864659186545,True,0.0017474736209872471,0.035,200,2012-09-26 00:35:31.107000+00:00,2012-11-01 12:33:32.200000+00:00,314,0.0265864659186545,370,0.028333939539641747,False,False,0
105,305,0.0007855233350789645,False,0.016824014774841044,0.9797979797979798,297,2011-08-12 03:08:26.646000+00:00,2011-08-25 08:13:09.649000+00:00,305,0.0007855233350789645,384,0.017609538109920008,True,False,1
106,306,0.0011309973399352834,False,0.008994638100723729,0.8268551236749117,283,2011-09-01 01:00:00.069000+00:00,2011-09-21 17:00:08.011000+00:00,306,0.0011309973399352834,375,0.010125635440659012,False,False,0
107,306,0.003253660500232847,False,0.012253947965725914,0.6733333333333333,300,2011-09-21 17:00:08.120000+00:00,2011-09-30 20:59:53.270000+00:00,306,0.003253660500232847,368,0.01550760846595876,False,False,0
108,307,0.006100525327179312,False,0.0060832800229145036,0.6373626373626373,273,2011-10-14 03:00:00.615000+00:00,2011-11-24 17:41:22.415000+00:00,307,0.006100525327179312,310,0.012183805350093816,False,False,0
109,306,0.0004992706005823177,False,0.0032344542436992894,0.9233333333333333,300,2011-10-06 00:38:35.690000+00:00,2011-10-13 23:59:53.776000+00:00,306,0.0004992706005823177,315,0.003733724844281607,True,False,1
110,307,0.0014858251116199332,False,0.0092575707765175,0.7133333333333334,300,2011-11-01 00:00:00.323000+00:00,2011-11-23 00:53:35.138000+00:00,307,0.0014858251116199332,386,0.010743395888137433,True,False,1
111,307,0.0013416215211347535,False,0.002434335551215156,0.6691449814126395,269,2011-11-23 00:53:36.399000+00:00,2011-11-30 23:59:59.906000+00:00,307,0.0013416215211347535,369,0.0037759570723499094,True,False,1
112,308,0.0006665331727332769,False,0.029216699674674107,0.9261744966442953,298,2011-12-02 18:18:48.052000+00:00,2011-12-22 11:14:50.314000+00:00,308,0.0006665331727332769,310,0.029883232847407383,True,False,1
113,308,0.010424441460548925,True,0.017802215389592483,0.6900369003690037,271,2011-12-22 11:14:50.381000+00:00,2012-01-21 11:21:34.427000+00:00,308,0.010424441460548925,305,0.028226656850141408,False,False,0
114,308,0.007742995934383233,False,0.015779752617340017,0.6286764705882353,272,2011-12-04 05:57:14.073000+00:00,2012-01-11 13:41:30.831000+00:00,308,0.007742995934383233,315,0.02352274855172325,False,False,0
115,308,0.0012473054671117087,False,0.0022311591105707695,0.5897435897435898,273,2012-01-11 13:41:31.328000+00:00,2012-01-20 20:59:59.918000+00:00,308,0.0012473054671117087,310,0.0034784645776824784,False,False,0
116,309,0.0004968318931953562,False,0.005251762359710777,0.9620689655172414,290,2012-02-01 00:00:01.280000+00:00,2012-02-22 12:46:45.218000+00:00,309,0.0004968318931953562,370,0.005748594252906133,True,False,1
117,309,0.0007434735433178106,False,0.008613681164201373,0.9166666666666666,300,2012-02-22 12:46:45.596000+00:00,2012-02-29 23:59:57.496000+00:00,309,0.0007434735433178106,382,0.009357154707519183,True,False,1
118,310,0.00136934293527153,False,0.010885771821094098,0.7625418060200669,299,2012-03-12 00:00:00.421000+00:00,2012-04-19 21:00:21.540000+00:00,310,0.00136934293527153,316,0.012255114756365627,False,False,0
119,309,0.0004522926577097765,False,0.004315720743697052,0.9133333333333333,300,2012-03-01 03:57:35.115000+00:00,2012-03-09 20:59:59.943000+00:00,309,0.0004522926577097765,369,0.0047680134014068285,False,False,0
120,310,0.0007145134797521028,False,0.006187718545541976,0.9326241134751773,282,2012-03-11 04:57:39.240000+00:00,2012-04-20 08:53:14.572000+00:00,310,0.0007145134797521028,316,0.006902232025294079,False,False,0
121,310,0.0007951006488949832,True,0.0006881426823560874,0.7933333333333333,300,2012-04-20 08:53:14.794000+00:00,2012-04-27 19:59:59.077000+00:00,310,0.0007951006488949832,306,0.0014832433312510706,False,False,0
122,311,0.0008405926491383868,False,0.012181445950462432,0.7248322147651006,298,2012-05-01 01:00:01.642000+00:00,2012-05-21 09:56:37.539000+00:00,311,0.0008405926491383868,317,0.013022038599600818,False,False,0
123,311,0.0019384263079817792,False,0.0031238856149075145,0.697508896797153,281,2012-05-21 09:56:37.609000+00:00,2012-05-31 23:59:58.790000+00:00,311,0.0019384263079817792,367,0.0050623119228892935,False,False,0
124,312,0.0024545361753572233,False,0.005979484055851247,0.660958904109589,292,2012-06-18 14:29:56.593000+00:00,2012-08-01 07:37:03.064000+00:00,312,0.0024545361753572233,368,0.008434020231208471,False,False,0
125,311,0.00025443231260367035,False,0.005557917771107688,0.9457627118644067,295,2012-06-12 14:34:15.835000+00:00,2012-06-18 14:29:56.198000+00:00,311,0.00025443231260367035,312,0.005812350083711358,True,False,1
126,312,0.0008352610529136182,False,0.006477016416044838,0.7867132867132867,286,2012-07-01 22:00:01.627000+00:00,2012-07-19 15:46:49.156000+00:00,312,0.0008352610529136182,308,0.007312277468958456,True,False,1
127,312,0.0010305188681667232,False,0.006854982818240362,0.6433333333333333,300,2012-07-19 15:46:49.972000+00:00,2012-07-31 23:59:55.953000+00:00,312,0.0010305188681667232,308,0.007885501686407085,True,False,1
128,313,0.0003085073458323707,False,0.0072468207714409295,0.9063545150501672,299,2012-08-07 07:32:43.796000+00:00,2012-08-28 16:26:44.304000+00:00,313,0.0003085073458323707,369,0.0075553281172733005,True,False,1
129,310,0.017239430940416488,True,0.003004912066079654,0.21138211382113822,246,2012-04-01 13:18:22.817000+00:00,2012-04-29 21:27:08.853000+00:00,310,0.017239430940416488,312,0.020244343006496142,False,False,0
130,314,0.011577037459189065,True,0.0004228321028479018,0.25833333333333336,240,2012-09-26 00:35:31.763000+00:00,2012-11-07 06:02:33.305000+00:00,314,0.011577037459189065,376,0.011999869562036967,False,False,0
