time,SPY
2026-03-24 19:45:00+00:00,653.2000122070312
2026-03-24 20:00:00+00:00,653.51
2026-03-24 20:15:00+00:00,657.39
2026-03-24 20:30:00+00:00,657.6502
2026-03-24 20:45:00+00:00,657.18
2026-03-24 21:00:00+00:00,657.1218
2026-03-24 21:15:00+00:00,657.23
2026-03-24 21:30:00+00:00,657.36
2026-03-24 21:45:00+00:00,657.465
2026-03-24 22:00:00+00:00,657.6382
2026-03-24 22:15:00+00:00,657.18
2026-03-24 22:30:00+00:00,657.795
2026-03-24 22:45:00+00:00,658.0
2026-03-24 23:00:00+00:00,657.7196
2026-03-24 23:15:00+00:00,658.03
2026-03-24 23:30:00+00:00,657.65
2026-03-24 23:45:00+00:00,657.61
2026-03-25 08:00:00+00:00,659.75
2026-03-25 08:15:00+00:00,659.99
2026-03-25 08:30:00+00:00,659.66
2026-03-25 08:45:00+00:00,658.19
2026-03-25 09:00:00+00:00,659.14
2026-03-25 09:15:00+00:00,658.27
2026-03-25 09:30:00+00:00,658.13
2026-03-25 09:45:00+00:00,658.39
2026-03-25 10:00:00+00:00,658.5
2026-03-25 10:15:00+00:00,658.11
2026-03-25 10:30:00+00:00,658.0
2026-03-25 10:45:00+00:00,658.38
2026-03-25 11:00:00+00:00,658.94
2026-03-25 11:15:00+00:00,659.16
2026-03-25 11:30:00+00:00,659.9
2026-03-25 11:45:00+00:00,659.62
2026-03-25 12:00:00+00:00,660.0516
2026-03-25 12:15:00+00:00,657.85
2026-03-25 12:30:00+00:00,657.79
2026-03-25 12:45:00+00:00,658.53
2026-03-25 13:00:00+00:00,658.55
2026-03-25 13:30:00+00:00,658.9000244140625
2026-03-25 13:45:00+00:00,656.489990234375
2026-03-25 14:00:00+00:00,658.0599975585938
2026-03-25 14:15:00+00:00,658.1400146484375
2026-03-25 14:30:00+00:00,658.4349975585938
2026-03-25 14:45:00+00:00,658.6900024414062
2026-03-25 15:00:00+00:00,656.5700073242188
2026-03-25 15:15:00+00:00,657.8400268554688
2026-03-25 15:30:00+00:00,656.6799926757812
2026-03-25 15:45:00+00:00,657.0
2026-03-25 16:00:00+00:00,656.5700073242188
2026-03-25 16:15:00+00:00,657.5
2026-03-25 16:30:00+00:00,657.969970703125
2026-03-25 16:45:00+00:00,657.75
2026-03-25 17:00:00+00:00,657.5900268554688
2026-03-25 17:15:00+00:00,658.02001953125
2026-03-25 17:30:00+00:00,658.8350219726562
2026-03-25 17:45:00+00:00,657.9000244140625
2026-03-25 18:00:00+00:00,657.97998046875
2026-03-25 18:15:00+00:00,657.5150146484375
2026-03-25 18:30:00+00:00,657.3099975585938
2026-03-25 18:45:00+00:00,656.5
2026-03-25 19:00:00+00:00,656.4299926757812
2026-03-25 19:15:00+00:00,656.510009765625
2026-03-25 19:30:00+00:00,656.2100219726562
2026-03-25 19:45:00+00:00,656.739990234375
2026-03-25 20:00:00+00:00,656.65
2026-03-25 20:15:00+00:00,656.19
2026-03-25 20:30:00+00:00,656.351
2026-03-25 20:45:00+00:00,656.5511
2026-03-25 21:00:00+00:00,656.45
2026-03-25 21:15:00+00:00,656.5
2026-03-25 21:30:00+00:00,656.2685
2026-03-25 21:45:00+00:00,656.3564
2026-03-25 22:00:00+00:00,655.7974
2026-03-25 22:15:00+00:00,655.4791
2026-03-25 22:30:00+00:00,655.9
2026-03-25 22:45:00+00:00,655.505
2026-03-25 23:00:00+00:00,655.41
2026-03-25 23:15:00+00:00,655.21
2026-03-25 23:30:00+00:00,654.86
2026-03-25 23:45:00+00:00,655.41
2026-03-26 08:00:00+00:00,653.19
2026-03-26 08:15:00+00:00,652.92
2026-03-26 08:30:00+00:00,652.3
2026-03-26 08:45:00+00:00,652.83
2026-03-26 09:00:00+00:00,652.28
2026-03-26 09:15:00+00:00,651.83
2026-03-26 09:30:00+00:00,651.48
2026-03-26 09:45:00+00:00,651.8
2026-03-26 10:00:00+00:00,652.46
2026-03-26 10:15:00+00:00,652.75
2026-03-26 10:30:00+00:00,652.0
2026-03-26 10:45:00+00:00,652.12
2026-03-26 11:00:00+00:00,652.13
2026-03-26 11:15:00+00:00,651.63
2026-03-26 11:30:00+00:00,651.28
2026-03-26 11:45:00+00:00,650.67
2026-03-26 12:00:00+00:00,651.8305
2026-03-26 12:15:00+00:00,651.61
2026-03-26 12:30:00+00:00,650.77
2026-03-26 12:45:00+00:00,651.3639
2026-03-26 13:00:00+00:00,651.73
2026-03-26 13:30:00+00:00,653.0
2026-03-26 13:45:00+00:00,654.469970703125
2026-03-26 14:00:00+00:00,654.4299926757812
2026-03-26 14:15:00+00:00,653.6199951171875
2026-03-26 14:30:00+00:00,652.6599731445312
2026-03-26 14:45:00+00:00,652.2100219726562
2026-03-26 15:00:00+00:00,652.22998046875
2026-03-26 15:15:00+00:00,651.7100219726562
2026-03-26 15:30:00+00:00,651.219970703125
2026-03-26 15:45:00+00:00,651.52001953125
2026-03-26 16:00:00+00:00,651.3400268554688
2026-03-26 16:15:00+00:00,649.469970703125
2026-03-26 16:30:00+00:00,649.47998046875
2026-03-26 16:45:00+00:00,649.6400146484375
2026-03-26 17:00:00+00:00,648.989990234375
2026-03-26 17:15:00+00:00,648.6199951171875
2026-03-26 17:30:00+00:00,647.9400024414062
2026-03-26 17:45:00+00:00,646.6699829101562
2026-03-26 18:00:00+00:00,647.0549926757812
2026-03-26 18:15:00+00:00,646.5999755859375
2026-03-26 18:30:00+00:00,647.135009765625
2026-03-26 18:45:00+00:00,647.4299926757812
2026-03-26 19:00:00+00:00,646.2449951171875
2026-03-26 19:15:00+00:00,646.2100219726562
2026-03-26 19:30:00+00:00,645.510009765625
2026-03-26 19:45:00+00:00,645.10498046875
2026-03-26 20:00:00+00:00,648.13
2026-03-26 20:15:00+00:00,647.36
2026-03-26 20:30:00+00:00,647.6897
2026-03-26 20:45:00+00:00,646.42
2026-03-26 21:00:00+00:00,646.945
2026-03-26 21:15:00+00:00,646.55
2026-03-26 21:30:00+00:00,646.6
2026-03-26 21:45:00+00:00,646.52
2026-03-26 22:00:00+00:00,647.38
2026-03-26 22:15:00+00:00,647.14
2026-03-26 22:30:00+00:00,647.2194
2026-03-26 22:45:00+00:00,647.48
2026-03-26 23:00:00+00:00,647.3148
2026-03-26 23:15:00+00:00,647.17
2026-03-26 23:30:00+00:00,647.78
2026-03-26 23:45:00+00:00,647.8494
2026-03-27 08:00:00+00:00,646.84
2026-03-27 08:15:00+00:00,645.92
2026-03-27 08:30:00+00:00,645.76
2026-03-27 08:45:00+00:00,645.33
2026-03-27 09:00:00+00:00,644.64
2026-03-27 09:15:00+00:00,645.67
2026-03-27 09:30:00+00:00,645.59
2026-03-27 09:45:00+00:00,644.55
2026-03-27 10:00:00+00:00,644.39
2026-03-27 10:15:00+00:00,644.37
2026-03-27 10:30:00+00:00,643.58
2026-03-27 10:45:00+00:00,642.74
2026-03-27 11:00:00+00:00,642.36
2026-03-27 11:15:00+00:00,642.95
2026-03-27 11:30:00+00:00,643.09
2026-03-27 11:45:00+00:00,643.18
2026-03-27 12:00:00+00:00,642.5288
2026-03-27 12:15:00+00:00,642.84
2026-03-27 12:30:00+00:00,642.52
2026-03-27 12:45:00+00:00,642.13
2026-03-27 13:00:00+00:00,641.35
2026-03-27 13:30:00+00:00,641.0599975585938
2026-03-27 13:45:00+00:00,639.0499877929688
2026-03-27 14:00:00+00:00,639.7100219726562
2026-03-27 14:15:00+00:00,639.0999755859375
2026-03-27 14:30:00+00:00,639.0910034179688
2026-03-27 14:45:00+00:00,640.1900024414062
2026-03-27 15:00:00+00:00,639.760009765625
2026-03-27 15:15:00+00:00,640.9600219726562
2026-03-27 15:30:00+00:00,640.6900024414062
2026-03-27 15:45:00+00:00,640.280029296875
2026-03-27 16:00:00+00:00,639.5150146484375
2026-03-27 16:15:00+00:00,638.8900146484375
2026-03-27 16:30:00+00:00,638.5900268554688
2026-03-27 16:45:00+00:00,638.7000122070312
2026-03-27 17:00:00+00:00,638.3800048828125
2026-03-27 17:15:00+00:00,636.6199951171875
2026-03-27 17:30:00+00:00,636.47998046875
2026-03-27 17:45:00+00:00,636.1300048828125
2026-03-27 18:00:00+00:00,635.510009765625
2026-03-27 18:15:00+00:00,635.77001953125
2026-03-27 18:30:00+00:00,635.9600219726562
2026-03-27 18:45:00+00:00,635.3800048828125
2026-03-27 19:00:00+00:00,635.0499877929688
2026-03-27 19:15:00+00:00,634.8590087890625
2026-03-27 19:30:00+00:00,634.1699829101562
2026-03-27 19:45:00+00:00,634.0800170898438
2026-03-27 20:00:00+00:00,633.56
2026-03-27 20:15:00+00:00,633.08
2026-03-27 20:30:00+00:00,633.19
2026-03-27 20:45:00+00:00,633.16
2026-03-27 21:00:00+00:00,633.25
2026-03-27 21:15:00+00:00,633.11
2026-03-27 21:30:00+00:00,633.55
2026-03-27 21:45:00+00:00,633.3
2026-03-27 22:00:00+00:00,633.38
2026-03-27 22:15:00+00:00,633.1291
2026-03-27 22:30:00+00:00,633.1859
2026-03-27 22:45:00+00:00,632.95
2026-03-27 23:00:00+00:00,632.76
2026-03-27 23:15:00+00:00,633.0
2026-03-27 23:30:00+00:00,632.97
2026-03-27 23:45:00+00:00,632.98
2026-03-30 08:00:00+00:00,637.3
2026-03-30 08:15:00+00:00,637.5505
2026-03-30 08:30:00+00:00,637.53
2026-03-30 08:45:00+00:00,637.92
2026-03-30 09:00:00+00:00,637.36
2026-03-30 09:15:00+00:00,636.98
2026-03-30 09:30:00+00:00,636.92
2026-03-30 09:45:00+00:00,637.05
2026-03-30 10:00:00+00:00,636.93
2026-03-30 10:15:00+00:00,637.26
2026-03-30 10:30:00+00:00,636.8512
2026-03-30 10:45:00+00:00,637.5402
2026-03-30 11:00:00+00:00,637.71
2026-03-30 11:15:00+00:00,639.0185
2026-03-30 11:30:00+00:00,638.521
2026-03-30 11:45:00+00:00,638.31
2026-03-30 12:00:00+00:00,638.5
2026-03-30 12:15:00+00:00,639.37
2026-03-30 12:30:00+00:00,639.62
2026-03-30 12:45:00+00:00,639.6715
2026-03-30 13:00:00+00:00,639.5805
2026-03-30 13:30:00+00:00,637.1699829101562
2026-03-30 13:45:00+00:00,635.0700073242188
2026-03-30 14:00:00+00:00,636.510009765625
2026-03-30 14:15:00+00:00,635.8599853515625
2026-03-30 14:30:00+00:00,634.9500122070312
2026-03-30 14:45:00+00:00,637.510009765625
2026-03-30 15:00:00+00:00,636.52001953125
2026-03-30 15:15:00+00:00,636.4600219726562
2026-03-30 15:30:00+00:00,637.989990234375
2026-03-30 15:45:00+00:00,637.3599853515625
2026-03-30 16:00:00+00:00,636.719970703125
2026-03-30 16:15:00+00:00,635.260009765625
2026-03-30 16:30:00+00:00,635.594970703125
2026-03-30 16:45:00+00:00,635.2999877929688
2026-03-30 17:00:00+00:00,634.5499877929688
2026-03-30 17:15:00+00:00,633.4000244140625
2026-03-30 17:30:00+00:00,634.2100219726562
2026-03-30 17:45:00+00:00,633.5700073242188
2026-03-30 18:00:00+00:00,633.260009765625
2026-03-30 18:15:00+00:00,632.280029296875
2026-03-30 18:30:00+00:00,632.4600219726562
2026-03-30 18:45:00+00:00,631.75
2026-03-30 19:00:00+00:00,629.9400024414062
2026-03-30 19:15:00+00:00,629.5800170898438
2026-03-30 19:30:00+00:00,630.7349853515625
2026-03-30 19:45:00+00:00,632.0
2026-03-30 20:00:00+00:00,631.13
2026-03-30 20:15:00+00:00,631.385
2026-03-30 20:30:00+00:00,631.5
2026-03-30 20:45:00+00:00,631.65
2026-03-30 21:00:00+00:00,631.575
2026-03-30 21:15:00+00:00,631.385
2026-03-30 21:30:00+00:00,631.66
2026-03-30 21:45:00+00:00,631.61
2026-03-30 22:00:00+00:00,631.8697
2026-03-30 22:15:00+00:00,632.02
2026-03-30 22:30:00+00:00,631.7695
2026-03-30 22:45:00+00:00,631.715
2026-03-30 23:00:00+00:00,630.535
2026-03-30 23:15:00+00:00,630.69
2026-03-30 23:30:00+00:00,630.4
2026-03-30 23:45:00+00:00,630.54
2026-03-31 08:00:00+00:00,637.7915
2026-03-31 08:15:00+00:00,637.61
2026-03-31 08:30:00+00:00,637.25
2026-03-31 08:45:00+00:00,637.34
2026-03-31 09:00:00+00:00,637.8
2026-03-31 09:15:00+00:00,637.45
2026-03-31 09:30:00+00:00,637.5012
2026-03-31 09:45:00+00:00,637.1005
2026-03-31 10:00:00+00:00,637.45
2026-03-31 10:15:00+00:00,637.3952
2026-03-31 10:30:00+00:00,635.84
2026-03-31 10:45:00+00:00,636.81
2026-03-31 11:00:00+00:00,638.2112
2026-03-31 11:15:00+00:00,638.2405
2026-03-31 11:30:00+00:00,639.0601
2026-03-31 11:45:00+00:00,638.59
2026-03-31 12:00:00+00:00,637.55
2026-03-31 12:15:00+00:00,639.21
2026-03-31 12:30:00+00:00,639.9
2026-03-31 12:45:00+00:00,638.63
2026-03-31 13:00:00+00:00,638.8887
2026-03-31 13:30:00+00:00,639.260009765625
2026-03-31 13:45:00+00:00,642.6300048828125
2026-03-31 14:00:00+00:00,641.5
2026-03-31 14:15:00+00:00,642.5
2026-03-31 14:30:00+00:00,640.2515869140625
2026-03-31 14:45:00+00:00,638.6799926757812
2026-03-31 15:00:00+00:00,641.9450073242188
2026-03-31 15:15:00+00:00,640.6799926757812
2026-03-31 15:30:00+00:00,640.760009765625
2026-03-31 15:45:00+00:00,639.7899780273438
2026-03-31 16:00:00+00:00,641.27001953125
2026-03-31 16:15:00+00:00,642.1199951171875
2026-03-31 16:30:00+00:00,647.0800170898438
2026-03-31 16:45:00+00:00,646.6400146484375
2026-03-31 17:00:00+00:00,647.489990234375
2026-03-31 17:15:00+00:00,647.0
2026-03-31 17:30:00+00:00,646.7100219726562
2026-03-31 17:45:00+00:00,646.4149780273438
2026-03-31 18:00:00+00:00,647.489990234375
2026-03-31 18:15:00+00:00,647.7050170898438
2026-03-31 18:30:00+00:00,647.9749755859375
2026-03-31 18:45:00+00:00,648.6400146484375
2026-03-31 19:00:00+00:00,649.0700073242188
2026-03-31 19:15:00+00:00,649.4019775390625
2026-03-31 19:30:00+00:00,650.177978515625
2026-03-31 19:45:00+00:00,650.239990234375
2026-03-31 20:00:00+00:00,650.32
2026-03-31 20:15:00+00:00,650.8
2026-03-31 20:30:00+00:00,650.075
2026-03-31 20:45:00+00:00,650.02
2026-03-31 21:00:00+00:00,650.11
2026-03-31 21:15:00+00:00,649.97
2026-03-31 21:30:00+00:00,649.955
2026-03-31 21:45:00+00:00,649.8
2026-03-31 22:00:00+00:00,650.78
2026-03-31 22:15:00+00:00,650.615
2026-03-31 22:30:00+00:00,650.56
2026-03-31 22:45:00+00:00,650.5307
2026-03-31 23:00:00+00:00,650.33
2026-03-31 23:15:00+00:00,650.7592
2026-03-31 23:30:00+00:00,651.08
2026-03-31 23:45:00+00:00,652.24
2026-04-01 08:00:00+00:00,652.6
2026-04-01 08:15:00+00:00,653.4912
2026-04-01 08:30:00+00:00,653.84
2026-04-01 08:45:00+00:00,653.3287
2026-04-01 09:00:00+00:00,652.65
2026-04-01 09:15:00+00:00,652.481
2026-04-01 09:30:00+00:00,653.07
2026-04-01 09:45:00+00:00,653.5392
2026-04-01 10:00:00+00:00,653.66
2026-04-01 10:15:00+00:00,653.53
2026-04-01 10:30:00+00:00,653.959
2026-04-01 10:45:00+00:00,654.911
2026-04-01 11:00:00+00:00,655.33
2026-04-01 11:15:00+00:00,655.32
2026-04-01 11:30:00+00:00,655.7292
2026-04-01 11:45:00+00:00,655.9892
2026-04-01 12:00:00+00:00,655.325
2026-04-01 12:15:00+00:00,654.735
2026-04-01 12:30:00+00:00,655.54
2026-04-01 12:45:00+00:00,652.89
2026-04-01 13:00:00+00:00,652.9499
2026-04-01 13:30:00+00:00,653.969970703125
2026-04-01 13:45:00+00:00,654.2899780273438
2026-04-01 14:00:00+00:00,654.5900268554688
2026-04-01 14:15:00+00:00,655.030029296875
2026-04-01 14:30:00+00:00,655.6500244140625
2026-04-01 14:45:00+00:00,656.5
2026-04-01 15:00:00+00:00,656.6099853515625
2026-04-01 15:15:00+00:00,656.3300170898438
2026-04-01 15:30:00+00:00,657.2100219726562
2026-04-01 15:45:00+00:00,657.8200073242188
2026-04-01 16:00:00+00:00,657.5599975585938
2026-04-01 16:15:00+00:00,657.1749877929688
2026-04-01 16:30:00+00:00,657.8699951171875
2026-04-01 16:45:00+00:00,657.8099975585938
2026-04-01 17:00:00+00:00,658.35498046875
2026-04-01 17:15:00+00:00,658.2999877929688
2026-04-01 17:30:00+00:00,657.9000244140625
2026-04-01 17:45:00+00:00,656.7899780273438
2026-04-01 18:00:00+00:00,655.905029296875
2026-04-01 18:15:00+00:00,654.22998046875
2026-04-01 18:30:00+00:00,654.8599853515625
2026-04-01 18:45:00+00:00,654.4099731445312
2026-04-01 19:00:00+00:00,655.1900024414062
2026-04-01 19:15:00+00:00,656.0999755859375
2026-04-01 19:30:00+00:00,656.155029296875
2026-04-01 19:45:00+00:00,655.1799926757812
2026-04-01 20:00:00+00:00,655.46
2026-04-01 20:15:00+00:00,655.0005
2026-04-01 20:30:00+00:00,655.22
2026-04-01 20:45:00+00:00,655.0003
2026-04-01 21:00:00+00:00,655.31
2026-04-01 21:15:00+00:00,655.23
2026-04-01 21:30:00+00:00,655.299
2026-04-01 21:45:00+00:00,655.0
2026-04-01 22:00:00+00:00,655.01
2026-04-01 22:15:00+00:00,655.001
2026-04-01 22:30:00+00:00,655.09
2026-04-01 22:45:00+00:00,654.56
2026-04-01 23:00:00+00:00,655.1
2026-04-01 23:15:00+00:00,655.14
2026-04-01 23:30:00+00:00,654.9405
2026-04-01 23:45:00+00:00,654.75
2026-04-02 08:00:00+00:00,647.98
2026-04-02 08:15:00+00:00,647.88
2026-04-02 08:30:00+00:00,648.219
2026-04-02 08:45:00+00:00,647.87
2026-04-02 09:00:00+00:00,647.6
2026-04-02 09:15:00+00:00,648.19
2026-04-02 09:30:00+00:00,647.64
2026-04-02 09:45:00+00:00,647.821
2026-04-02 10:00:00+00:00,646.85
2026-04-02 10:15:00+00:00,646.6097
2026-04-02 10:30:00+00:00,647.23
2026-04-02 10:45:00+00:00,647.3807
2026-04-02 11:00:00+00:00,646.25
2026-04-02 11:15:00+00:00,645.51
2026-04-02 11:30:00+00:00,645.1338
2026-04-02 11:45:00+00:00,644.56
2026-04-02 12:00:00+00:00,644.53
2026-04-02 12:15:00+00:00,645.4
2026-04-02 12:30:00+00:00,645.6693
2026-04-02 12:45:00+00:00,645.33
2026-04-02 13:00:00+00:00,645.485
2026-04-02 13:30:00+00:00,645.6900024414062
2026-04-02 13:45:00+00:00,649.6300048828125
2026-04-02 14:00:00+00:00,649.6400146484375
2026-04-02 14:15:00+00:00,650.3400268554688
2026-04-02 14:30:00+00:00,656.0499877929688
2026-04-02 14:45:00+00:00,655.3900146484375
2026-04-02 15:00:00+00:00,655.25
2026-04-02 15:15:00+00:00,655.2899780273438
2026-04-02 15:30:00+00:00,655.219970703125
2026-04-02 15:45:00+00:00,654.0
2026-04-02 16:00:00+00:00,653.38818359375
2026-04-02 16:15:00+00:00,652.719970703125
2026-04-02 16:30:00+00:00,654.22998046875
2026-04-02 16:45:00+00:00,653.5599975585938
2026-04-02 17:00:00+00:00,654.3599853515625
2026-04-02 17:15:00+00:00,654.6300048828125
2026-04-02 17:30:00+00:00,654.22998046875
2026-04-02 17:45:00+00:00,653.210205078125
2026-04-02 18:00:00+00:00,653.9000244140625
2026-04-02 18:15:00+00:00,653.510009765625
2026-04-02 18:30:00+00:00,654.3400268554688
2026-04-02 18:45:00+00:00,654.4600219726562
2026-04-02 19:00:00+00:00,654.72998046875
2026-04-02 19:15:00+00:00,654.3798828125
2026-04-02 19:30:00+00:00,654.3889770507812
2026-04-02 19:45:00+00:00,655.8800048828125
2026-04-02 20:00:00+00:00,655.91
2026-04-02 20:15:00+00:00,656.32
2026-04-02 20:30:00+00:00,655.9
2026-04-02 20:45:00+00:00,655.91
2026-04-02 21:00:00+00:00,655.85
2026-04-02 21:15:00+00:00,655.81
2026-04-02 21:30:00+00:00,655.851
2026-04-02 21:45:00+00:00,655.74
2026-04-02 22:00:00+00:00,655.59
2026-04-02 22:15:00+00:00,655.81
2026-04-02 22:30:00+00:00,655.885
2026-04-02 22:45:00+00:00,655.9
2026-04-02 23:00:00+00:00,655.655
2026-04-02 23:15:00+00:00,655.89
2026-04-02 23:30:00+00:00,655.95
2026-04-02 23:45:00+00:00,655.92
2026-04-06 08:00:00+00:00,657.41
2026-04-06 08:15:00+00:00,657.87
2026-04-06 08:30:00+00:00,658.49
2026-04-06 08:45:00+00:00,658.14
2026-04-06 09:00:00+00:00,658.3082
2026-04-06 09:15:00+00:00,658.3107
2026-04-06 09:30:00+00:00,658.0056
2026-04-06 09:45:00+00:00,657.3
2026-04-06 10:00:00+00:00,657.67
2026-04-06 10:15:00+00:00,657.3
2026-04-06 10:30:00+00:00,657.44
2026-04-06 10:45:00+00:00,656.74
2026-04-06 11:00:00+00:00,656.26
2026-04-06 11:15:00+00:00,656.4202
2026-04-06 11:30:00+00:00,656.25
2026-04-06 11:45:00+00:00,656.36
2026-04-06 12:00:00+00:00,656.29
2026-04-06 12:15:00+00:00,656.3
2026-04-06 12:30:00+00:00,656.6
2026-04-06 12:45:00+00:00,656.585
2026-04-06 13:00:00+00:00,656.43
2026-04-06 13:30:00+00:00,656.7550048828125
2026-04-06 13:45:00+00:00,658.530029296875
2026-04-06 14:00:00+00:00,658.0599975585938
2026-04-06 14:15:00+00:00,658.3699951171875
2026-04-06 14:30:00+00:00,657.6799926757812
2026-04-06 14:45:00+00:00,657.489990234375
2026-04-06 15:00:00+00:00,657.4901123046875
2026-04-06 15:15:00+00:00,656.9249877929688
2026-04-06 15:30:00+00:00,657.0999755859375
2026-04-06 15:45:00+00:00,657.8499755859375
2026-04-06 16:00:00+00:00,657.6192016601562
2026-04-06 16:15:00+00:00,657.793212890625
2026-04-06 16:30:00+00:00,658.2650146484375
2026-04-06 16:45:00+00:00,657.9299926757812
2026-04-06 17:00:00+00:00,656.0399780273438
2026-04-06 17:15:00+00:00,657.3900756835938
2026-04-06 17:30:00+00:00,657.1300048828125
2026-04-06 17:45:00+00:00,656.469970703125
2026-04-06 18:00:00+00:00,657.3400268554688
2026-04-06 18:15:00+00:00,658.239990234375
2026-04-06 18:30:00+00:00,657.9000244140625
2026-04-06 18:45:00+00:00,658.2899780273438
2026-04-06 19:00:00+00:00,658.1300048828125
2026-04-06 19:15:00+00:00,657.880126953125
2026-04-06 19:30:00+00:00,658.27001953125
2026-04-06 19:45:00+00:00,658.8699951171875
2026-04-06 20:00:00+00:00,658.44
2026-04-06 20:15:00+00:00,658.7
2026-04-06 20:30:00+00:00,658.725
2026-04-06 20:45:00+00:00,658.67
2026-04-06 21:00:00+00:00,658.72
2026-04-06 21:15:00+00:00,658.8434
2026-04-06 21:30:00+00:00,658.865
2026-04-06 21:45:00+00:00,658.68
2026-04-06 22:00:00+00:00,659.245
2026-04-06 22:15:00+00:00,658.26
2026-04-06 22:30:00+00:00,658.2797
2026-04-06 22:45:00+00:00,657.94
2026-04-06 23:00:00+00:00,658.5
2026-04-06 23:15:00+00:00,658.1587
2026-04-06 23:30:00+00:00,658.18
2026-04-06 23:45:00+00:00,658.05
2026-04-07 08:00:00+00:00,658.1187
2026-04-07 08:15:00+00:00,658.48
2026-04-07 08:30:00+00:00,659.2
2026-04-07 08:45:00+00:00,659.1585
2026-04-07 09:00:00+00:00,659.409
2026-04-07 09:15:00+00:00,660.1912
2026-04-07 09:30:00+00:00,659.699
2026-04-07 09:45:00+00:00,659.83
2026-04-07 10:00:00+00:00,659.39
2026-04-07 10:15:00+00:00,658.8217
2026-04-07 10:30:00+00:00,657.59
2026-04-07 10:45:00+00:00,655.462
2026-04-07 11:00:00+00:00,656.08
2026-04-07 11:15:00+00:00,656.02
2026-04-07 11:30:00+00:00,655.75
2026-04-07 11:45:00+00:00,655.62
2026-04-07 12:00:00+00:00,654.8778
2026-04-07 12:15:00+00:00,656.462
2026-04-07 12:30:00+00:00,655.88
2026-04-07 12:45:00+00:00,656.089
2026-04-07 13:00:00+00:00,656.375
2026-04-07 13:30:00+00:00,654.97998046875
2026-04-07 13:45:00+00:00,654.0499877929688
2026-04-07 14:00:00+00:00,652.755126953125
2026-04-07 14:15:00+00:00,654.4000244140625
2026-04-07 14:30:00+00:00,654.0900268554688
2026-04-07 14:45:00+00:00,652.5999755859375
2026-04-07 15:00:00+00:00,652.0700073242188
2026-04-07 15:15:00+00:00,653.2550048828125
2026-04-07 15:30:00+00:00,652.6799926757812
2026-04-07 15:45:00+00:00,653.8099975585938
2026-04-07 16:00:00+00:00,655.1799926757812
2026-04-07 16:15:00+00:00,655.9199829101562
2026-04-07 16:30:00+00:00,656.0800170898438
2026-04-07 16:45:00+00:00,656.0399780273438
2026-04-07 17:00:00+00:00,656.25
2026-04-07 17:15:00+00:00,655.8200073242188
2026-04-07 17:30:00+00:00,656.75
2026-04-07 17:45:00+00:00,656.7249755859375
2026-04-07 18:00:00+00:00,656.4500122070312
2026-04-07 18:15:00+00:00,656.1500244140625
2026-04-07 18:30:00+00:00,655.489990234375
2026-04-07 18:45:00+00:00,653.9600219726562
2026-04-07 19:00:00+00:00,654.4500122070312
2026-04-07 19:15:00+00:00,656.6599731445312
2026-04-07 19:30:00+00:00,656.7899780273438
2026-04-07 19:45:00+00:00,659.260009765625
2026-04-07 20:00:00+00:00,659.94
2026-04-07 20:15:00+00:00,659.3904
2026-04-07 20:30:00+00:00,660.09
2026-04-07 20:45:00+00:00,660.0
2026-04-07 21:00:00+00:00,660.07
2026-04-07 21:15:00+00:00,660.22
