time,TLT
2026-03-24 23:30:00+00:00,86.4
2026-03-24 23:45:00+00:00,86.3668
2026-03-25 08:00:00+00:00,86.59
2026-03-25 08:15:00+00:00,86.65
2026-03-25 08:30:00+00:00,86.61
2026-03-25 08:45:00+00:00,86.62
2026-03-25 09:00:00+00:00,86.62
2026-03-25 09:15:00+00:00,86.64
2026-03-25 09:30:00+00:00,86.63
2026-03-25 09:45:00+00:00,86.67
2026-03-25 10:00:00+00:00,86.75
2026-03-25 10:15:00+00:00,86.66
2026-03-25 10:30:00+00:00,86.65
2026-03-25 10:45:00+00:00,86.72
2026-03-25 11:00:00+00:00,86.79
2026-03-25 11:15:00+00:00,86.75
2026-03-25 11:30:00+00:00,86.82
2026-03-25 11:45:00+00:00,86.83
2026-03-25 12:00:00+00:00,86.88
2026-03-25 12:15:00+00:00,86.6614
2026-03-25 12:30:00+00:00,86.5816
2026-03-25 12:45:00+00:00,86.72
2026-03-25 13:00:00+00:00,86.731
2026-03-25 13:15:00+00:00,86.77
2026-03-25 13:30:00+00:00,86.78500366210938
2026-03-25 13:45:00+00:00,86.5374984741211
2026-03-25 14:00:00+00:00,86.58999633789062
2026-03-25 14:15:00+00:00,86.62000274658203
2026-03-25 14:30:00+00:00,86.80989837646484
2026-03-25 14:45:00+00:00,86.79499816894531
2026-03-25 15:00:00+00:00,86.70500183105469
2026-03-25 15:15:00+00:00,86.81999969482422
2026-03-25 15:30:00+00:00,86.81500244140625
2026-03-25 15:45:00+00:00,86.78500366210938
2026-03-25 16:00:00+00:00,86.7750015258789
2026-03-25 16:15:00+00:00,86.80000305175781
2026-03-25 16:30:00+00:00,86.86000061035156
2026-03-25 16:45:00+00:00,86.7699966430664
2026-03-25 17:00:00+00:00,86.70500183105469
2026-03-25 17:15:00+00:00,86.70999908447266
2026-03-25 17:30:00+00:00,86.83499908447266
2026-03-25 17:45:00+00:00,86.75990295410156
2026-03-25 18:00:00+00:00,86.7699966430664
2026-03-25 18:15:00+00:00,86.70500183105469
2026-03-25 18:30:00+00:00,86.77490234375
2026-03-25 18:45:00+00:00,86.73999786376953
2026-03-25 19:00:00+00:00,86.74500274658203
2026-03-25 19:15:00+00:00,86.7699966430664
2026-03-25 19:30:00+00:00,86.74500274658203
2026-03-25 19:45:00+00:00,86.83000183105469
2026-03-25 20:00:00+00:00,86.76
2026-03-25 20:15:00+00:00,86.7
2026-03-25 20:30:00+00:00,86.68
2026-03-25 20:45:00+00:00,86.7
2026-03-25 21:00:00+00:00,86.69
2026-03-25 21:15:00+00:00,86.63
2026-03-25 21:30:00+00:00,86.67
2026-03-25 21:45:00+00:00,86.66
2026-03-25 22:00:00+00:00,86.68
2026-03-25 22:15:00+00:00,86.65
2026-03-25 22:30:00+00:00,86.69
2026-03-25 22:45:00+00:00,86.64
2026-03-25 23:00:00+00:00,86.69
2026-03-25 23:15:00+00:00,86.6545
2026-03-25 23:30:00+00:00,86.63
2026-03-25 23:45:00+00:00,86.61
2026-03-26 08:00:00+00:00,86.26
2026-03-26 08:15:00+00:00,86.31
2026-03-26 08:30:00+00:00,86.3
2026-03-26 08:45:00+00:00,86.26
2026-03-26 09:00:00+00:00,86.3
2026-03-26 09:15:00+00:00,86.2
2026-03-26 09:30:00+00:00,86.17
2026-03-26 09:45:00+00:00,86.17
2026-03-26 10:00:00+00:00,86.21
2026-03-26 10:15:00+00:00,86.19
2026-03-26 10:30:00+00:00,86.16
2026-03-26 10:45:00+00:00,86.18
2026-03-26 11:00:00+00:00,86.2
2026-03-26 11:15:00+00:00,86.14
2026-03-26 11:30:00+00:00,86.13
2026-03-26 11:45:00+00:00,86.13
2026-03-26 12:00:00+00:00,86.18
2026-03-26 12:15:00+00:00,86.35
2026-03-26 12:30:00+00:00,86.2599
2026-03-26 12:45:00+00:00,86.3002
2026-03-26 13:00:00+00:00,86.355
2026-03-26 13:15:00+00:00,86.35
2026-03-26 13:30:00+00:00,86.51000213623047
2026-03-26 13:45:00+00:00,86.55999755859375
2026-03-26 14:00:00+00:00,86.55989837646484
2026-03-26 14:15:00+00:00,86.48500061035156
2026-03-26 14:30:00+00:00,86.41000366210938
2026-03-26 14:45:00+00:00,86.5
2026-03-26 15:00:00+00:00,86.38500213623047
2026-03-26 15:15:00+00:00,86.33509826660156
2026-03-26 15:30:00+00:00,86.29000091552734
2026-03-26 15:45:00+00:00,86.27999877929688
2026-03-26 16:00:00+00:00,86.27989959716797
2026-03-26 16:15:00+00:00,86.1698989868164
2026-03-26 16:30:00+00:00,86.08499908447266
2026-03-26 16:45:00+00:00,86.05010223388672
2026-03-26 17:00:00+00:00,86.05999755859375
2026-03-26 17:15:00+00:00,86.06990051269531
2026-03-26 17:30:00+00:00,86.0250015258789
2026-03-26 17:45:00+00:00,85.9800033569336
2026-03-26 18:00:00+00:00,86.04499816894531
2026-03-26 18:15:00+00:00,86.0199966430664
2026-03-26 18:30:00+00:00,86.125
2026-03-26 18:45:00+00:00,86.18990325927734
2026-03-26 19:00:00+00:00,86.18499755859375
2026-03-26 19:15:00+00:00,86.21499633789062
2026-03-26 19:30:00+00:00,86.17500305175781
2026-03-26 19:45:00+00:00,86.11499786376953
2026-03-26 20:00:00+00:00,86.3309
2026-03-26 20:15:00+00:00,86.27
2026-03-26 20:30:00+00:00,86.3
2026-03-26 20:45:00+00:00,86.16
2026-03-26 21:00:00+00:00,86.1602
2026-03-26 21:15:00+00:00,86.16
2026-03-26 21:30:00+00:00,86.2052
2026-03-26 21:45:00+00:00,86.23
2026-03-26 22:00:00+00:00,86.23
2026-03-26 22:15:00+00:00,86.29
2026-03-26 22:30:00+00:00,86.24
2026-03-26 22:45:00+00:00,86.2306
2026-03-26 23:00:00+00:00,86.2066
2026-03-26 23:15:00+00:00,86.2199
2026-03-26 23:30:00+00:00,86.22
2026-03-26 23:45:00+00:00,86.2544
2026-03-27 08:00:00+00:00,85.77
2026-03-27 08:15:00+00:00,85.76
2026-03-27 08:30:00+00:00,85.74
2026-03-27 08:45:00+00:00,85.75
2026-03-27 09:00:00+00:00,85.75
2026-03-27 09:15:00+00:00,85.74
2026-03-27 09:30:00+00:00,85.71
2026-03-27 09:45:00+00:00,85.7
2026-03-27 10:00:00+00:00,85.7
2026-03-27 10:15:00+00:00,85.74
2026-03-27 10:30:00+00:00,85.67
2026-03-27 10:45:00+00:00,85.69
2026-03-27 11:00:00+00:00,85.63
2026-03-27 11:15:00+00:00,85.66
2026-03-27 11:30:00+00:00,85.69
2026-03-27 11:45:00+00:00,85.62
2026-03-27 12:00:00+00:00,85.6673
2026-03-27 12:15:00+00:00,85.6495
2026-03-27 12:30:00+00:00,85.7
2026-03-27 12:45:00+00:00,85.65
2026-03-27 13:00:00+00:00,85.3998
2026-03-27 13:15:00+00:00,85.48
2026-03-27 13:30:00+00:00,85.66999816894531
2026-03-27 13:45:00+00:00,85.61000061035156
2026-03-27 14:00:00+00:00,85.69499969482422
2026-03-27 14:15:00+00:00,85.68000030517578
2026-03-27 14:30:00+00:00,85.74500274658203
2026-03-27 14:45:00+00:00,85.8666000366211
2026-03-27 15:00:00+00:00,85.8550033569336
2026-03-27 15:15:00+00:00,85.99500274658203
2026-03-27 15:30:00+00:00,86.04969787597656
2026-03-27 15:45:00+00:00,85.96990203857422
2026-03-27 16:00:00+00:00,85.9749984741211
2026-03-27 16:15:00+00:00,85.95500183105469
2026-03-27 16:30:00+00:00,86.04499816894531
2026-03-27 16:45:00+00:00,86.05999755859375
2026-03-27 17:00:00+00:00,85.88009643554688
2026-03-27 17:15:00+00:00,85.81999969482422
2026-03-27 17:30:00+00:00,85.90499877929688
2026-03-27 17:45:00+00:00,85.77999877929688
2026-03-27 18:00:00+00:00,85.71499633789062
2026-03-27 18:15:00+00:00,85.625
2026-03-27 18:30:00+00:00,85.6050033569336
2026-03-27 18:45:00+00:00,85.58999633789062
2026-03-27 19:00:00+00:00,85.61499786376953
2026-03-27 19:15:00+00:00,85.62000274658203
2026-03-27 19:30:00+00:00,85.58499908447266
2026-03-27 19:45:00+00:00,85.65499877929688
2026-03-27 20:00:00+00:00,85.72
2026-03-27 20:15:00+00:00,85.76
2026-03-27 20:30:00+00:00,85.8202
2026-03-27 20:45:00+00:00,85.78
2026-03-27 21:00:00+00:00,85.84
2026-03-27 21:15:00+00:00,85.82
2026-03-27 21:30:00+00:00,85.82
2026-03-27 21:45:00+00:00,85.8
2026-03-27 22:00:00+00:00,85.8544
2026-03-27 22:15:00+00:00,85.8363
2026-03-27 22:30:00+00:00,85.8
2026-03-27 22:45:00+00:00,85.8
2026-03-27 23:00:00+00:00,85.84
2026-03-27 23:15:00+00:00,85.79
2026-03-27 23:30:00+00:00,85.8
2026-03-27 23:45:00+00:00,85.79
2026-03-30 08:00:00+00:00,86.17
2026-03-30 08:15:00+00:00,86.179
2026-03-30 08:30:00+00:00,86.261
2026-03-30 08:45:00+00:00,86.23
2026-03-30 09:00:00+00:00,86.17
2026-03-30 09:15:00+00:00,86.07
2026-03-30 09:30:00+00:00,86.11
2026-03-30 09:45:00+00:00,86.11
2026-03-30 10:00:00+00:00,86.11
2026-03-30 10:15:00+00:00,86.13
2026-03-30 10:30:00+00:00,86.14
2026-03-30 10:45:00+00:00,86.15
2026-03-30 11:00:00+00:00,86.1302
2026-03-30 11:15:00+00:00,86.38
2026-03-30 11:30:00+00:00,86.41
2026-03-30 11:45:00+00:00,86.38
2026-03-30 12:00:00+00:00,86.37
2026-03-30 12:15:00+00:00,86.34
2026-03-30 12:30:00+00:00,86.42
2026-03-30 12:45:00+00:00,86.4314
2026-03-30 13:00:00+00:00,86.53
2026-03-30 13:15:00+00:00,86.635
2026-03-30 13:30:00+00:00,86.5199966430664
2026-03-30 13:45:00+00:00,86.58499908447266
2026-03-30 14:00:00+00:00,86.625
2026-03-30 14:15:00+00:00,86.61009979248047
2026-03-30 14:30:00+00:00,86.63780212402344
2026-03-30 14:45:00+00:00,86.73999786376953
2026-03-30 15:00:00+00:00,86.77999877929688
2026-03-30 15:15:00+00:00,86.76719665527344
2026-03-30 15:30:00+00:00,86.86499786376953
2026-03-30 15:45:00+00:00,86.78500366210938
2026-03-30 16:00:00+00:00,86.79000091552734
2026-03-30 16:15:00+00:00,86.75499725341797
2026-03-30 16:30:00+00:00,86.84500122070312
2026-03-30 16:45:00+00:00,86.92009735107422
2026-03-30 17:00:00+00:00,86.81500244140625
2026-03-30 17:15:00+00:00,86.67500305175781
2026-03-30 17:30:00+00:00,86.75
2026-03-30 17:45:00+00:00,86.69999694824219
2026-03-30 18:00:00+00:00,86.68499755859375
2026-03-30 18:15:00+00:00,86.67500305175781
2026-03-30 18:30:00+00:00,86.66999816894531
2026-03-30 18:45:00+00:00,86.69999694824219
2026-03-30 19:00:00+00:00,86.59500122070312
2026-03-30 19:15:00+00:00,86.66500091552734
2026-03-30 19:30:00+00:00,86.69999694824219
2026-03-30 19:45:00+00:00,86.77999877929688
2026-03-30 20:00:00+00:00,86.6037
2026-03-30 20:15:00+00:00,86.66
2026-03-30 20:30:00+00:00,86.65
2026-03-30 20:45:00+00:00,86.6096
2026-03-30 21:00:00+00:00,86.5405
2026-03-30 21:15:00+00:00,86.56
2026-03-30 21:30:00+00:00,86.6
2026-03-30 21:45:00+00:00,86.58
2026-03-30 22:00:00+00:00,86.5409
2026-03-30 22:15:00+00:00,86.5517
2026-03-30 22:30:00+00:00,86.58
2026-03-30 22:45:00+00:00,86.517
2026-03-30 23:00:00+00:00,86.481
2026-03-30 23:15:00+00:00,86.515
2026-03-30 23:30:00+00:00,86.5322
2026-03-30 23:45:00+00:00,86.52
2026-03-31 08:00:00+00:00,86.95
2026-03-31 08:15:00+00:00,86.95
2026-03-31 08:30:00+00:00,86.89
2026-03-31 08:45:00+00:00,86.851
2026-03-31 09:00:00+00:00,86.88
2026-03-31 09:15:00+00:00,86.87
2026-03-31 09:30:00+00:00,86.81
2026-03-31 09:45:00+00:00,86.82
2026-03-31 10:00:00+00:00,86.79
2026-03-31 10:15:00+00:00,86.77
2026-03-31 10:30:00+00:00,86.67
2026-03-31 10:45:00+00:00,86.73
2026-03-31 11:00:00+00:00,86.74
2026-03-31 11:15:00+00:00,86.943
2026-03-31 11:30:00+00:00,87.05
2026-03-31 11:45:00+00:00,87.0109
2026-03-31 12:00:00+00:00,86.96
2026-03-31 12:15:00+00:00,86.95
2026-03-31 12:30:00+00:00,86.97
2026-03-31 12:45:00+00:00,86.98
2026-03-31 13:00:00+00:00,86.9
2026-03-31 13:15:00+00:00,86.94
2026-03-31 13:30:00+00:00,86.83000183105469
2026-03-31 13:45:00+00:00,86.81800079345703
2026-03-31 14:00:00+00:00,86.81999969482422
2026-03-31 14:15:00+00:00,86.7699966430664
2026-03-31 14:30:00+00:00,86.63999938964844
2026-03-31 14:45:00+00:00,86.7249984741211
2026-03-31 15:00:00+00:00,86.63999938964844
2026-03-31 15:15:00+00:00,86.62999725341797
2026-03-31 15:30:00+00:00,86.68499755859375
2026-03-31 15:45:00+00:00,86.67500305175781
2026-03-31 16:00:00+00:00,86.6500015258789
2026-03-31 16:15:00+00:00,86.75
2026-03-31 16:30:00+00:00,87.04000091552734
2026-03-31 16:45:00+00:00,86.91999816894531
2026-03-31 17:00:00+00:00,87.02999877929688
2026-03-31 17:15:00+00:00,86.92500305175781
2026-03-31 17:30:00+00:00,87.00499725341797
2026-03-31 17:45:00+00:00,86.875
2026-03-31 18:00:00+00:00,86.98999786376953
2026-03-31 18:15:00+00:00,86.9749984741211
2026-03-31 18:30:00+00:00,86.91999816894531
2026-03-31 18:45:00+00:00,86.91000366210938
2026-03-31 19:00:00+00:00,86.94000244140625
2026-03-31 19:15:00+00:00,87.05999755859375
2026-03-31 19:30:00+00:00,87.12000274658203
2026-03-31 19:45:00+00:00,86.69000244140625
2026-03-31 20:00:00+00:00,86.6274
2026-03-31 20:15:00+00:00,86.72
2026-03-31 20:30:00+00:00,86.66
2026-03-31 20:45:00+00:00,86.61
2026-03-31 21:00:00+00:00,86.6821
2026-03-31 21:15:00+00:00,86.66
2026-03-31 21:30:00+00:00,86.69
2026-03-31 21:45:00+00:00,86.69
2026-03-31 22:00:00+00:00,86.67
2026-03-31 22:15:00+00:00,86.645
2026-03-31 22:30:00+00:00,86.6871
2026-03-31 22:45:00+00:00,86.65
2026-03-31 23:00:00+00:00,86.68
2026-03-31 23:15:00+00:00,86.6712
2026-03-31 23:30:00+00:00,86.7483
2026-03-31 23:45:00+00:00,86.75
2026-04-01 08:00:00+00:00,86.801
2026-04-01 08:15:00+00:00,86.859
2026-04-01 08:30:00+00:00,86.9
2026-04-01 08:45:00+00:00,86.87
2026-04-01 09:00:00+00:00,86.86
2026-04-01 09:15:00+00:00,86.81
2026-04-01 09:30:00+00:00,86.82
2026-04-01 09:45:00+00:00,86.83
2026-04-01 10:00:00+00:00,86.78
2026-04-01 10:15:00+00:00,86.72
2026-04-01 10:30:00+00:00,86.75
2026-04-01 10:45:00+00:00,86.68
2026-04-01 11:00:00+00:00,86.6493
2026-04-01 11:15:00+00:00,86.7052
2026-04-01 11:30:00+00:00,86.7002
2026-04-01 11:45:00+00:00,86.7326
2026-04-01 12:00:00+00:00,86.655
2026-04-01 12:15:00+00:00,86.48
2026-04-01 12:30:00+00:00,86.48
2026-04-01 12:45:00+00:00,86.27
2026-04-01 13:00:00+00:00,86.29
2026-04-01 13:15:00+00:00,86.27
2026-04-01 13:30:00+00:00,86.42500305175781
2026-04-01 13:45:00+00:00,86.41000366210938
2026-04-01 14:00:00+00:00,86.36990356445312
2026-04-01 14:15:00+00:00,86.46499633789062
2026-04-01 14:30:00+00:00,86.44999694824219
2026-04-01 14:45:00+00:00,86.56999969482422
2026-04-01 15:00:00+00:00,86.63500213623047
2026-04-01 15:15:00+00:00,86.625
2026-04-01 15:30:00+00:00,86.65499877929688
2026-04-01 15:45:00+00:00,86.68810272216797
2026-04-01 16:00:00+00:00,86.61000061035156
2026-04-01 16:15:00+00:00,86.66000366210938
2026-04-01 16:30:00+00:00,86.6449966430664
2026-04-01 16:45:00+00:00,86.67500305175781
2026-04-01 17:00:00+00:00,86.65989685058594
2026-04-01 17:15:00+00:00,86.61000061035156
2026-04-01 17:30:00+00:00,86.47000122070312
2026-04-01 17:45:00+00:00,86.46499633789062
2026-04-01 18:00:00+00:00,86.42500305175781
2026-04-01 18:15:00+00:00,86.44999694824219
2026-04-01 18:30:00+00:00,86.48500061035156
2026-04-01 18:45:00+00:00,86.45999908447266
2026-04-01 19:00:00+00:00,86.34500122070312
2026-04-01 19:15:00+00:00,86.27999877929688
2026-04-01 19:30:00+00:00,86.25499725341797
2026-04-01 19:45:00+00:00,86.2699966430664
2026-04-01 20:00:00+00:00,86.37
2026-04-01 20:15:00+00:00,86.3977
2026-04-01 20:30:00+00:00,86.41
2026-04-01 20:45:00+00:00,86.4548
2026-04-01 21:00:00+00:00,86.41
2026-04-01 21:15:00+00:00,86.44
2026-04-01 21:30:00+00:00,86.4482
2026-04-01 21:45:00+00:00,86.429
2026-04-01 22:00:00+00:00,86.44
2026-04-01 22:15:00+00:00,86.4487
2026-04-01 22:30:00+00:00,86.42
2026-04-01 22:45:00+00:00,86.4135
2026-04-01 23:00:00+00:00,86.45
2026-04-01 23:15:00+00:00,86.4152
2026-04-01 23:30:00+00:00,86.41
2026-04-01 23:45:00+00:00,86.42
2026-04-02 08:00:00+00:00,85.86
2026-04-02 08:15:00+00:00,85.84
2026-04-02 08:30:00+00:00,85.78
2026-04-02 08:45:00+00:00,85.77
2026-04-02 09:00:00+00:00,85.77
2026-04-02 09:15:00+00:00,85.81
2026-04-02 09:30:00+00:00,85.82
2026-04-02 09:45:00+00:00,85.86
2026-04-02 10:00:00+00:00,85.9
2026-04-02 10:15:00+00:00,85.87
2026-04-02 10:30:00+00:00,85.84
2026-04-02 10:45:00+00:00,85.89
2026-04-02 11:00:00+00:00,85.9022
2026-04-02 11:15:00+00:00,85.8477
2026-04-02 11:30:00+00:00,85.89
2026-04-02 11:45:00+00:00,85.965
2026-04-02 12:00:00+00:00,86.0601
2026-04-02 12:15:00+00:00,86.08
2026-04-02 12:30:00+00:00,86.07
2026-04-02 12:45:00+00:00,86.0192
2026-04-02 13:00:00+00:00,86.08
2026-04-02 13:15:00+00:00,86.2
2026-04-02 13:30:00+00:00,86.25499725341797
2026-04-02 13:45:00+00:00,86.49500274658203
2026-04-02 14:00:00+00:00,86.52999877929688
2026-04-02 14:15:00+00:00,86.69999694824219
2026-04-02 14:30:00+00:00,86.81179809570312
2026-04-02 14:45:00+00:00,86.7750015258789
2026-04-02 15:00:00+00:00,86.79830169677734
2026-04-02 15:15:00+00:00,86.72000122070312
2026-04-02 15:30:00+00:00,86.75180053710938
2026-04-02 15:45:00+00:00,86.72000122070312
2026-04-02 16:00:00+00:00,86.62999725341797
2026-04-02 16:15:00+00:00,86.66999816894531
2026-04-02 16:30:00+00:00,86.68000030517578
2026-04-02 16:45:00+00:00,86.57150268554688
2026-04-02 17:00:00+00:00,86.66999816894531
2026-04-02 17:15:00+00:00,86.65499877929688
2026-04-02 17:30:00+00:00,86.61499786376953
2026-04-02 17:45:00+00:00,86.59500122070312
2026-04-02 18:00:00+00:00,86.59500122070312
2026-04-02 18:15:00+00:00,86.625
2026-04-02 18:30:00+00:00,86.71009826660156
2026-04-02 18:45:00+00:00,86.65249633789062
2026-04-02 19:00:00+00:00,86.7699966430664
2026-04-02 19:15:00+00:00,86.75499725341797
2026-04-02 19:30:00+00:00,86.73999786376953
2026-04-02 19:45:00+00:00,86.76499938964844
2026-04-02 20:00:00+00:00,86.78
2026-04-02 20:15:00+00:00,86.8401
2026-04-02 20:30:00+00:00,86.78
2026-04-02 20:45:00+00:00,86.79
2026-04-02 21:00:00+00:00,86.77
2026-04-02 21:15:00+00:00,86.79
2026-04-02 21:30:00+00:00,86.76
2026-04-02 21:45:00+00:00,86.761
2026-04-02 22:00:00+00:00,86.75
2026-04-02 22:15:00+00:00,86.7
2026-04-02 22:30:00+00:00,86.711
2026-04-02 22:45:00+00:00,86.73
2026-04-02 23:00:00+00:00,86.741
2026-04-02 23:15:00+00:00,86.7
2026-04-02 23:30:00+00:00,86.75
2026-04-02 23:45:00+00:00,86.7072
2026-04-06 08:00:00+00:00,86.4
2026-04-06 08:15:00+00:00,86.38
2026-04-06 08:30:00+00:00,86.35
2026-04-06 08:45:00+00:00,86.37
2026-04-06 09:00:00+00:00,86.3702
2026-04-06 09:15:00+00:00,86.4
2026-04-06 09:30:00+00:00,86.38
2026-04-06 09:45:00+00:00,86.29
2026-04-06 10:00:00+00:00,86.32
2026-04-06 10:15:00+00:00,86.28
2026-04-06 10:30:00+00:00,86.38
2026-04-06 10:45:00+00:00,86.47
2026-04-06 11:00:00+00:00,86.41
2026-04-06 11:15:00+00:00,86.2195
2026-04-06 11:30:00+00:00,86.28
2026-04-06 11:45:00+00:00,86.25
2026-04-06 12:00:00+00:00,86.21
2026-04-06 12:15:00+00:00,86.255
2026-04-06 12:30:00+00:00,86.5
2026-04-06 12:45:00+00:00,86.64
2026-04-06 13:00:00+00:00,86.56
2026-04-06 13:15:00+00:00,86.4802
2026-04-06 13:30:00+00:00,86.51499938964844
2026-04-06 13:45:00+00:00,86.52999877929688
2026-04-06 14:00:00+00:00,86.6050033569336
2026-04-06 14:15:00+00:00,86.74500274658203
2026-04-06 14:30:00+00:00,86.72000122070312
2026-04-06 14:45:00+00:00,86.70999908447266
2026-04-06 15:00:00+00:00,86.68000030517578
2026-04-06 15:15:00+00:00,86.63500213623047
2026-04-06 15:30:00+00:00,86.74500274658203
2026-04-06 15:45:00+00:00,86.76000213623047
2026-04-06 16:00:00+00:00,86.77999877929688
2026-04-06 16:15:00+00:00,86.78500366210938
2026-04-06 16:30:00+00:00,86.78410339355469
2026-04-06 16:45:00+00:00,86.69999694824219
2026-04-06 17:00:00+00:00,86.56500244140625
2026-04-06 17:15:00+00:00,86.63990020751953
2026-04-06 17:30:00+00:00,86.6500015258789
2026-04-06 17:45:00+00:00,86.61499786376953
2026-04-06 18:00:00+00:00,86.7300033569336
2026-04-06 18:15:00+00:00,86.80999755859375
2026-04-06 18:30:00+00:00,86.70500183105469
2026-04-06 18:45:00+00:00,86.69000244140625
2026-04-06 19:00:00+00:00,86.67500305175781
2026-04-06 19:15:00+00:00,86.69499969482422
2026-04-06 19:30:00+00:00,86.69999694824219
2026-04-06 19:45:00+00:00,86.6500015258789
2026-04-06 20:00:00+00:00,86.62
2026-04-06 20:15:00+00:00,86.64
2026-04-06 20:30:00+00:00,86.66
2026-04-06 20:45:00+00:00,86.84
2026-04-06 21:00:00+00:00,86.6748
2026-04-06 21:15:00+00:00,86.6557
2026-04-06 21:30:00+00:00,86.705
2026-04-06 21:45:00+00:00,86.7
2026-04-06 22:00:00+00:00,86.699
2026-04-06 22:15:00+00:00,86.71
2026-04-06 22:30:00+00:00,86.64
2026-04-06 22:45:00+00:00,86.6391
2026-04-06 23:00:00+00:00,86.69
2026-04-06 23:15:00+00:00,86.645
2026-04-06 23:30:00+00:00,86.6188
2026-04-06 23:45:00+00:00,86.6596
2026-04-07 08:00:00+00:00,86.51
2026-04-07 08:15:00+00:00,86.64
2026-04-07 08:30:00+00:00,86.72
2026-04-07 08:45:00+00:00,86.66
2026-04-07 09:00:00+00:00,86.69
2026-04-07 09:15:00+00:00,86.69
2026-04-07 09:30:00+00:00,86.72
2026-04-07 09:45:00+00:00,86.71
2026-04-07 10:00:00+00:00,86.67
2026-04-07 10:15:00+00:00,86.599
2026-04-07 10:30:00+00:00,86.54
2026-04-07 10:45:00+00:00,86.54
2026-04-07 11:00:00+00:00,86.49
2026-04-07 11:15:00+00:00,86.4971
2026-04-07 11:30:00+00:00,86.5
2026-04-07 11:45:00+00:00,86.43
2026-04-07 12:00:00+00:00,86.3733
2026-04-07 12:15:00+00:00,86.49
2026-04-07 12:30:00+00:00,86.49
2026-04-07 12:45:00+00:00,86.49
2026-04-07 13:00:00+00:00,86.56
2026-04-07 13:15:00+00:00,86.52
2026-04-07 13:30:00+00:00,86.12999725341797
2026-04-07 13:45:00+00:00,86.30999755859375
2026-04-07 14:00:00+00:00,86.1449966430664
2026-04-07 14:15:00+00:00,86.17500305175781
2026-04-07 14:30:00+00:00,86.13500213623047
2026-04-07 14:45:00+00:00,86.05999755859375
2026-04-07 15:00:00+00:00,86.0
2026-04-07 15:15:00+00:00,86.1500015258789
2026-04-07 15:30:00+00:00,86.12000274658203
2026-04-07 15:45:00+00:00,86.18000030517578
2026-04-07 16:00:00+00:00,86.2699966430664
2026-04-07 16:15:00+00:00,86.22000122070312
2026-04-07 16:30:00+00:00,86.16000366210938
2026-04-07 16:45:00+00:00,86.08999633789062
2026-04-07 17:00:00+00:00,86.10990142822266
2026-04-07 17:15:00+00:00,86.08499908447266
2026-04-07 17:30:00+00:00,86.18479919433594
2026-04-07 17:45:00+00:00,86.18000030517578
2026-04-07 18:00:00+00:00,86.2699966430664
